TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
apartamento Alto Barroca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-alto-barroca-1210666999,2023-08-06,Belo Horizonte,30431045,Alto Barroca,R$ 0,R$ 1.589,150m²,3,3,2,N/A,620000,zona_oeste
Venda Área Privativa Buritis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-buritis-belo-horizonte-1210663688,2023-08-06,Belo Horizonte,30575265,Buritis,R$ 720,R$ 416,154m²,4,4,4,"Churrasqueira, Piscina, Varanda",1400000,zona_oeste
Apartamento Alto Barroca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-alto-barroca-1210650224,2023-08-06,Belo Horizonte,30431045,Alto Barroca,R$ 0,R$ 1.580,150m²,3,3,2,Varanda,495000,zona_oeste
Cobertura a venda no Bairro Palmeiras.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-no-bairro-palmeiras-1210628834,2023-08-06,Belo Horizonte,30570515,Parque São José,R$ 450,R$ 95,95m²,2,2,1,Churrasqueira,350000,zona_oeste
"Apartamento à venda, 4 quartos, 1 suíte, 3 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-3-vagas-buritis-belo-horizonte-mg-1210628211,2023-08-06,Belo Horizonte,30575070,Buritis,R$ 1.500,R$ 4.240,127m²,4,3,3,"Academia, Churrasqueira, Piscina, Varanda",1500000,zona_oeste
Apartamento reformado 4 quartos 2 vagas e lazer por 713 mil,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-reformado-4-quartos-2-vagas-e-lazer-por-713-mil-1210621629,2023-08-06,Belo Horizonte,30575180,Buritis,R$ 740,R$ 360,113m²,4,4,2,N/A,713000,zona_oeste
Venda Cobertura Gutierrez Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-gutierrez-belo-horizonte-1210620067,2023-08-06,Belo Horizonte,30441127,Gutierrez,R$ 1.000,R$ 481,230m²,3,3,5 ou mais,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda",1890000,zona_oeste
"Cobertura à venda, 4 quartos, 1 suíte, 2 vagas, Jardim América - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-4-quartos-1-suite-2-vagas-jardim-america-belo-horizonte-mg-1210612980,2023-08-06,Belo Horizonte,30421396,Jardim América,R$ 500,R$ 2.038,179m²,4,4,2,"Área de serviço, Varanda",730000,zona_oeste
"Cobertura à venda, 4 quartos, 1 suíte, 2 vagas, Prado - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-4-quartos-1-suite-2-vagas-prado-belo-horizonte-mg-1210535171,2023-08-06,Belo Horizonte,30411148,Prado,R$ 900,R$ 3.480,259m²,4,3,2,Área de serviço,1390000,zona_oeste
"Apartamento com Área Privativa 3 quartos, Suite, Varanda, 91,10m² - Estoril",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-3-quartos-suite-varanda-91-10m-estoril-1210531657,2023-08-06,Belo Horizonte,30494060,Estoril,R$ 0,R$ 0,91m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",615901,zona_oeste
Anuar Donato Apartamento 4 quartos à venda Buritis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/anuar-donato-apartamento-4-quartos-a-venda-buritis-1210529318,2023-08-06,Belo Horizonte,30492040,Buritis,R$ 0,R$ 0,118m²,4,4,3,"Academia, Churrasqueira, Piscina",1234138,zona_oeste
"Cobertura com 3 dormitórios, 135 m² - venda por R$ 690.000,00 ou aluguel por R$ 5.156,60/m",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-135-m-venda-por-r-690-000-00-ou-aluguel-por-r-5-156-60-m-1210525294,2023-08-06,Belo Horizonte,30575150,Buritis,R$ 650,R$ 207,135m²,3,2,3,Área de serviço,690000,zona_oeste
Venda ou locação Cobertura Nova Suíssa Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-ou-locacao-cobertura-nova-suissa-belo-horizonte-1210520490,2023-08-06,Belo Horizonte,30421138,Nova Suíssa,R$ 240,R$ 270,181m²,4,4,2,Churrasqueira,780000,zona_oeste
Venda Apartamento 3 quartos Salgado Filho Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-salgado-filho-belo-horizonte-1210520471,2023-08-06,Belo Horizonte,30550460,Salgado Filho,R$ 0,R$ 0,72m²,3,1,2,N/A,375000,zona_oeste
Venda Apartamento 3 quartos Salgado Filho Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-salgado-filho-belo-horizonte-1210520452,2023-08-06,Belo Horizonte,30550220,Salgado Filho,R$ 250,R$ 149,77m²,3,2,2,N/A,500000,zona_oeste
"Apartamento 3 Quartos à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210519674,2023-08-06,Belo Horizonte,30575815,Buritis,R$ 770,R$ 137,85m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",550000,zona_oeste
"Apartamento com Área Privativa 3 quartos, Suite, Varanda, 62,92m² - Estoril",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-3-quartos-suite-varanda-62-92m-estoril-1210519267,2023-08-06,Belo Horizonte,30494060,Estoril,R$ 0,R$ 0,63m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",566814,zona_oeste
"Apartamento com 2 quartos à venda, 54 m² por R$ 265.000 - Palmeiras - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-a-venda-54-m-por-r-265-000-palmeiras-belo-horizonte-mg-1210519087,2023-08-06,Belo Horizonte,30575420,Palmeiras,R$ 380,R$ 175,54m²,2,2,2,N/A,265000,zona_oeste
"Apartamento com 3 dormitórios à venda, 100 m² por R$ 540.000 - Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-100-m-por-r-540-000-buritis-belo-horizonte-mg-1210518763,2023-08-06,Belo Horizonte,30575360,Buritis,R$ 550,R$ 3.338,100m²,3,3,2,Área de serviço,540000,zona_oeste
"Apartamento 2 quartos com lazer completo à venda, 63 m² por R$ 750.000 - Buritis - Belo Ho",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-com-lazer-completo-a-venda-63-m-por-r-750-000-buritis-belo-ho-1210518327,2023-08-06,Belo Horizonte,30575831,Buritis,R$ 490,R$ 200,64m²,2,2,2,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",750000,zona_oeste
"Cobertura com 3 quartos à venda, 132 m² por R$ 580.000 - Salgado Filho - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-quartos-a-venda-132-m-por-r-580-000-salgado-filho-belo-horizonte-mg-1210518225,2023-08-06,Belo Horizonte,30550360,Salgado Filho,R$ 0,R$ 0,132m²,3,2,3,"Área de serviço, Varanda",580000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210510738,2023-08-06,Belo Horizonte,30575800,Buritis,R$ 500,R$ 282,105m²,3,3,2,Área de serviço,645000,zona_oeste
Venda Cobertura Nova Suíssa Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-nova-suissa-belo-horizonte-1210510420,2023-08-06,Belo Horizonte,30421232,Nova Suíssa,R$ 400,R$ 125,256m²,4,3,3,N/A,610000,zona_oeste
Venda Apartamento 4 quartos Buritis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-buritis-belo-horizonte-1210510363,2023-08-06,Belo Horizonte,30575120,Buritis,R$ 900,R$ 306,105m²,4,3,3,"Churrasqueira, Piscina, Varanda",850000,zona_oeste
Venda Área Privativa Cinquentenário Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-cinquentenario-belo-horizonte-1210510312,2023-08-06,Belo Horizonte,30570066,Cinquentenário,R$ 280,R$ 76,80m²,3,1,1,N/A,264000,zona_oeste
Venda Apartamento 3 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-prado-belo-horizonte-1210510308,2023-08-06,Belo Horizonte,30411228,Prado,R$ 350,R$ 203,75m²,3,3,2,Varanda,670000,zona_oeste
Venda Cobertura Salgado Filho Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-salgado-filho-belo-horizonte-1210510293,2023-08-06,Belo Horizonte,30550560,Salgado Filho,R$ 320,R$ 100,95m²,2,1,1,Varanda,365000,zona_oeste
Venda Apartamento 3 quartos Nova Suíssa Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-nova-suissa-belo-horizonte-1210510034,2023-08-06,Belo Horizonte,30421335,Nova Suíssa,R$ 0,R$ 0,79m²,3,2,1,N/A,350000,zona_oeste
Venda Apartamento 3 quartos Buritis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-buritis-belo-horizonte-1210510014,2023-08-06,Belo Horizonte,30575800,Buritis,R$ 292,105m²,2,3,2,"Elevador, Salão de festas",N/A,690000,zona_oeste
Venda Apartamento 3 quartos Grajaú Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-grajau-belo-horizonte-1210509845,2023-08-06,Belo Horizonte,30431101,Grajaú,R$ 320,R$ 91,104m²,3,1,1,N/A,385000,zona_oeste
Venda Apartamento 4 quartos Buritis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-buritis-belo-horizonte-1210509808,2023-08-06,Belo Horizonte,30575110,Buritis,R$ 600,R$ 316,125m²,4,4,3,Varanda,765000,zona_oeste
Venda Apartamento 2 quartos Nova Suíssa Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-nova-suissa-belo-horizonte-1210509781,2023-08-06,Belo Horizonte,30421112,Nova Suíssa,R$ 450,R$ 97,52m²,2,2,1,N/A,300000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 3 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-3-vagas-buritis-belo-horizonte-mg-1210471081,2023-08-06,Belo Horizonte,30575100,Buritis,R$ 886,R$ 4.766,119m²,3,3,3,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina, Varanda",980000,zona_oeste
"Cobertura à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210470155,2023-08-06,Belo Horizonte,30492025,Buritis,R$ 1.415,R$ 4.476,160m²,3,2,2,"Academia, Churrasqueira, Piscina, Varanda",930000,zona_oeste
Venda Cobertura Gutierrez Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-gutierrez-belo-horizonte-1210469648,2023-08-06,Belo Horizonte,30441170,Gutierrez,R$ 700,R$ 374,217m²,3,5 ou mais,3,"Churrasqueira, Piscina",980000,zona_oeste
Excelente apartamento a venda no Bairro Buritis.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-apartamento-a-venda-no-bairro-buritis-1210468844,2023-08-06,Belo Horizonte,30575090,Buritis,R$ 850,R$ 246,105m²,3,3,3,N/A,580000,zona_oeste
Apartamento à venda 4 quartos 1 suíte 4 vagas - Gutierrez,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-4-vagas-gutierrez-1210467915,2023-08-06,Belo Horizonte,30441039,Gutierrez,R$ 2.809,R$ 15.243,213m²,4,3,4,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",3600000,zona_oeste
Cobertura à venda 3 quartos 1 suíte 2 vagas - Jardim América,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-1-suite-2-vagas-jardim-america-1210466912,2023-08-06,Belo Horizonte,30421422,Jardim América,R$ 410,R$ 2.299,187m²,3,3,2,N/A,600000,zona_oeste
"Cobertura à venda, 3 quartos, 4 vagas, Prado - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-4-vagas-prado-belo-horizonte-mg-1210466386,2023-08-06,Belo Horizonte,30411230,Prado,R$ 390,R$ 0,170m²,3,4,4,N/A,1095000,zona_oeste
"Apartamento à venda, 2 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210463318,2023-08-06,Belo Horizonte,30493135,Buritis,R$ 550,R$ 163,75m²,2,1,2,"Área de serviço, Varanda",470000,zona_oeste
Apartamento 03 qts //// prado,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-03-qts-prado-1210457916,2023-08-06,Belo Horizonte,30411235,Prado,R$ 300,R$ 130,100m²,3,1,2,"Ar condicionado, Área de serviço, Armários na cozinha",530000,zona_oeste
"Apartamento à venda, 1 quarto, 1 suíte, 1 vaga, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-1-quarto-1-suite-1-vaga-buritis-belo-horizonte-mg-1210457421,2023-08-06,Belo Horizonte,30493175,Buritis,R$ 552,R$ 1.838,50m²,1,1,1,"Academia, Churrasqueira, Piscina, Varanda",395000,zona_oeste
Área Privativa 3 quartos à venda no Salgado Filho,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-3-quartos-a-venda-no-salgado-filho-1210440395,2023-08-06,Belo Horizonte,30550200,Salgado Filho,R$ 200,R$ 200,150m²,3,2,2,"Área de serviço, Churrasqueira",810000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1210431527,2023-08-06,Belo Horizonte,30550150,Salgado Filho,R$ 400,R$ 184,106m²,3,2,2,"Área de serviço, Varanda",750000,zona_oeste
OPORTUNIDADE,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/oportunidade-1210403165,2023-08-06,Belo Horizonte,30532097,Vila Oeste,R$ 270,R$ 72,51m²,2,1,1,N/A,215000,zona_oeste
Apartamento com três quartos no Barroca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-tres-quartos-no-barroca-1210402791,2023-08-06,Belo Horizonte,30431058,Barroca,R$ 0,R$ 0,73m²,3,2,2,Academia,716500,zona_oeste
OPORTUNIDADE VENDA DE APTO 4 QTS 2 SUITE 4 VGS  ALTO LUXO PORTEIRA FECHADA.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/oportunidade-venda-de-apto-4-qts-2-suite-4-vgs-alto-luxo-porteira-fechada-1210387707,2023-08-06,Belo Horizonte,30575260,Buritis,R$ 1.400,R$ 440,140m²,4,2,4,"Churrasqueira, Piscina",1300000,zona_oeste
"Apto com armários 3 qtos, 2 vagas, Salgado Filho. Com tour virtual!",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-com-armarios-3-qtos-2-vagas-salgado-filho-com-tour-virtual-1210346095,2023-08-06,Belo Horizonte,30550320,Salgado Filho,R$ 250,R$ 1.815,75m²,3,2,2,"Área de serviço, Armários na cozinha, Armários no quarto",450000,zona_oeste
Apartamento 3 quartos à venda no Salgado Filho,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-a-venda-no-salgado-filho-1210331023,2023-08-06,Belo Horizonte,30550200,Salgado Filho,R$ 200,R$ 200,87m²,3,2,2,"Área de serviço, Churrasqueira",490000,zona_oeste
Venda - APARTAMENTO - GRAJAU Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-grajau-belo-horizonte-mg-1210313804,2023-08-06,Belo Horizonte,30431104,Grajaú,R$ 800,R$ 329,115m²,4,1,3,Varanda,880000,zona_oeste
03 qts Jardim América,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/03-qts-jardim-america-1210313226,2023-08-06,Belo Horizonte,30421389,Jardim América,R$ 365,R$ 1.348,85m²,3,2,1,N/A,420000,zona_oeste
Apartamento 3 quartos com suíte à venda em Nova Gameleira - Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-com-suite-a-venda-em-nova-gameleira-belo-horizonte-1210304719,2023-08-06,Belo Horizonte,30510080,Nova Gameleira,R$ 100,R$ 100,81m²,3,3,1,"Armários na cozinha, Armários no quarto, Churrasqueira",299999,zona_oeste
Oportunidade à venda no bairro Havaí,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/oportunidade-a-venda-no-bairro-havai-1210296463,2023-08-06,Belo Horizonte,30555210,Havaí,R$ 150,R$ 147,119m²,2,2,2,"Churrasqueira, Varanda",420000,zona_oeste
Belo Horizonte - Apartamento Padrão - Prado,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-prado-1210286645,2023-08-06,Belo Horizonte,30411241,Prado,R$ 500,R$ 250,74m²,3,2,2,N/A,658000,zona_oeste
Belo Horizonte - Apartamento Padrão - Prado,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-prado-1210279452,2023-08-06,Belo Horizonte,30411241,Prado,R$ 500,R$ 250,74m²,3,2,2,N/A,658000,zona_oeste
Apartamento 3 quartos com suíte a venda no Havaí,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-com-suite-a-venda-no-havai-1210268231,2023-08-06,Belo Horizonte,30570320,Havaí,R$ 380,R$ 113,90m²,3,2,1,N/A,310000,zona_oeste
Apartamento para venda possui 98 metros quadrados com 3 quartos em Buritis - Belo Horizont,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-possui-98-metros-quadrados-com-3-quartos-em-buritis-belo-horizont-1210263538,2023-08-06,Belo Horizonte,30575080,Buritis,R$ 600,R$ 1.000,98m²,3,3,2,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda",600000,zona_oeste
"Cobertura à venda, 4 quartos, 2 suítes, 3 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-4-quartos-2-suites-3-vagas-buritis-belo-horizonte-mg-1210112987,2023-08-06,Belo Horizonte,30493180,Buritis,R$ 2.000,R$ 326,217m²,4,3,3,"Academia, Área de serviço, Churrasqueira",2200000,zona_oeste
Apartamento à venda no bairro Palmeiras - Belo Horizonte/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-palmeiras-belo-horizonte-mg-1210101661,2023-08-06,Belo Horizonte,30570080,Cinquentenário,R$ 460,R$ 211,72m²,2,2,2,"Academia, Churrasqueira, Piscina",495000,zona_oeste
"Apartamento com 3 dormitórios à venda, 69 m² por R$ 370.000,00 - Betânia - Belo Horizonte/",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-69-m-por-r-370-000-00-betania-belo-horizonte-1210100089,2023-08-06,Belo Horizonte,30570080,Cinquentenário,R$ 502,R$ 114,69m²,3,2,1,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",370000,zona_oeste
"Apartamento 2 Quartos, sendo 1 Suíte, Sala para 2 ambientes à venda",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-sendo-1-suite-sala-para-2-ambientes-a-venda-1210093395,2023-08-06,Belo Horizonte,30494225,Estoril,R$ 350,R$ 1.540,54m²,2,2,1,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",478189,zona_oeste
"Apartamento à venda, 1 quarto, 1 suíte, 1 vaga, Estoril - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-1-quarto-1-suite-1-vaga-estoril-belo-horizonte-mg-1210092036,2023-08-06,Belo Horizonte,30494060,Estoril,R$ 300,R$ 100,40m²,1,1,1,"Academia, Churrasqueira, Piscina",373564,zona_oeste
Cobertura 3 quartos a venda no Gutierrez,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-3-quartos-a-venda-no-gutierrez-1210087445,2023-08-06,Belo Horizonte,30441127,Gutierrez,R$ 1.400,R$ 460,230m²,3,4,5 ou mais,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina",1890000,zona_oeste
"Apartamento com 4 dormitórios à venda, 180 m² por R$ 1.780.000,00 - Buritis - Belo Horizon",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-180-m-por-r-1-780-000-00-buritis-belo-horizon-1210084308,2023-08-06,Belo Horizonte,30575090,Buritis,R$ 1.300,R$ 520,180m²,4,1,4,"Área de serviço, Churrasqueira, Piscina, Varanda",1780000,zona_oeste
Cobertura 3 quartos 3 vagas a venda,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-3-quartos-3-vagas-a-venda-1210084040,2023-08-06,Belo Horizonte,30421125,Nova Suíssa,R$ 280,R$ 0,180m²,3,3,3,N/A,600000,zona_oeste
Ótimo 3 quartos na melhor rua do bairro Buritis - Andar Alto com vista definitiva,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otimo-3-quartos-na-melhor-rua-do-bairro-buritis-andar-alto-com-vista-definitiva-1210080452,2023-08-06,Belo Horizonte,30492020,Buritis,R$ 1.050,R$ 272,110m²,3,3,2,"Área de serviço, Churrasqueira, Piscina, Varanda",949900,zona_oeste
Venda Área Privativa Buritis Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-buritis-belo-horizonte-1210080448,2023-08-06,Belo Horizonte,30575815,Buritis,R$ 770,R$ 203,144m²,3,3,2,"Academia, Churrasqueira, Piscina, Varanda",685000,zona_oeste
"Cobertura à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210080416,2023-08-06,Belo Horizonte,30575080,Buritis,R$ 1.200,R$ 3.713,140m²,3,3,2,"Academia, Área de serviço, Churrasqueira, Piscina",800000,zona_oeste
Lançamento espetacular no melhor ponto do Palmeiras,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-espetacular-no-melhor-ponto-do-palmeiras-1210079839,2023-08-06,Belo Horizonte,30580020,Palmeiras,R$ 0,R$ 0,140m²,3,2,2,"Ar condicionado, Área de serviço, Churrasqueira, Varanda",950000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210077710,2023-08-06,Belo Horizonte,30575265,Buritis,R$ 500,R$ 1.898,115m²,3,3,2,Área de serviço,476000,zona_oeste
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Estoril - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-estoril-belo-horizonte-mg-1210077681,2023-08-06,Belo Horizonte,30494060,Estoril,R$ 0,R$ 0,50m²,2,1,1,"Academia, Área de serviço, Churrasqueira, Piscina",381856,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210077675,2023-08-06,Belo Horizonte,30575140,Buritis,R$ 510,R$ 2.663,95m²,3,3,2,Varanda,610000,zona_oeste
Venda de Excelente apartamento 4 qts de 132m² no Gutierrez.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-de-excelente-apartamento-4-qts-de-132m-no-gutierrez-1210068855,2023-08-06,Belo Horizonte,30441039,Gutierrez,R$ 1.320,R$ 450,132m²,4,2,2,N/A,1250000,zona_oeste
BELO HORIZONTE - Apartamento Padrão - Buritis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-buritis-1210068584,2023-08-06,Belo Horizonte,30492015,Buritis,R$ 220,R$ 95,55m²,2,2,1,"Área de serviço, Mobiliado",300000,zona_oeste
Venda Cobertura Gutierrez Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-gutierrez-belo-horizonte-1210068347,2023-08-06,Belo Horizonte,30441170,Gutierrez,R$ 990,R$ 403,260m²,3,3,4,"Churrasqueira, Piscina, Varanda",970000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1210067384,2023-08-06,Belo Horizonte,30575140,Buritis,R$ 510,R$ 2.663,95m²,3,3,2,Varanda,610000,zona_oeste
"Apartamento à venda - Gutierrez - 4 quartos, 2 vagas - 156m2 - Belo Horizonte/MG - AP1668",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-gutierrez-4-quartos-2-vagas-156m2-belo-horizonte-mg-ap1668-1210064946,2023-08-06,Belo Horizonte,30441058,Gutierrez,R$ 1.400,R$ 425,156m²,4,2,2,"Área de serviço, Varanda",1300000,zona_oeste
BELO HORIZONTE - Apartamento Padrão - Buritis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-buritis-1210062211,2023-08-06,Belo Horizonte,30492025,Buritis,R$ 950,R$ 383,126m²,4,3,3,"Academia, Área de serviço, Churrasqueira, Piscina",1450000,zona_oeste
